지점번호,지점,날짜,시간,일시,기온 (℃),일강수량 (mm),풍속 (m/s)
411,마포,2016-03-02,21,2016-03-02 21,4.6,0,2.4
411,마포,2016-03-02,22,2016-03-02 22,4.3,0,1.9
411,마포,2016-03-02,23,2016-03-02 23,4.4,0,1.7
411,마포,2016-03-03,00,2016-03-03 00,4.6,0,2.3
411,마포,2016-03-03,01,2016-03-03 01,4.7,0,1.3
411,마포,2016-03-03,02,2016-03-03 02,5.1,0,1.3
411,마포,2016-03-03,03,2016-03-03 03,5,0,1.7
411,마포,2016-03-03,04,2016-03-03 04,5.2,0,1.8
411,마포,2016-03-03,05,2016-03-03 05,5.5,0,1.9
411,마포,2016-03-03,06,2016-03-03 06,5.5,0,1.9
411,마포,2016-03-03,07,2016-03-03 07,5.2,0,2.5
411,마포,2016-03-03,08,2016-03-03 08,5.7,0,1.7
411,마포,2016-03-03,09,2016-03-03 09,6.3,0,2.2
411,마포,2016-03-03,10,2016-03-03 10,8.2,0,2.6
411,마포,2016-03-03,11,2016-03-03 11,10.3,0,2.6
411,마포,2016-03-03,12,2016-03-03 12,10.9,0,3.2
411,마포,2016-03-03,13,2016-03-03 13,12.7,0,2.7
411,마포,2016-03-03,14,2016-03-03 14,12,0,2
411,마포,2016-03-03,15,2016-03-03 15,14,0,2.1
411,마포,2016-03-03,16,2016-03-03 16,12.6,0,1.6
411,마포,2016-03-03,17,2016-03-03 17,12.6,0,0.9
411,마포,2016-03-03,18,2016-03-03 18,11.3,0,1.4
411,마포,2016-03-03,19,2016-03-03 19,10.2,0,1.8
411,마포,2016-03-03,20,2016-03-03 20,8.8,0,3
411,마포,2016-03-03,21,2016-03-03 21,8.7,0,2.2
411,마포,2016-03-03,22,2016-03-03 22,9.2,0,1.4
411,마포,2016-03-03,23,2016-03-03 23,9.4,0,3.1
411,마포,2016-03-04,00,2016-03-04 00,9.2,0,3.8
411,마포,2016-03-04,01,2016-03-04 01,9.2,0,3.3
411,마포,2016-03-04,02,2016-03-04 02,9.3,0,3.1
411,마포,2016-03-04,03,2016-03-04 03,9.2,0,3.2
411,마포,2016-03-04,04,2016-03-04 04,8.9,0,3.2
411,마포,2016-03-04,05,2016-03-04 05,8.1,0,3
411,마포,2016-03-04,06,2016-03-04 06,8,0,3.2
411,마포,2016-03-04,07,2016-03-04 07,7.8,0,3.3
411,마포,2016-03-04,08,2016-03-04 08,9,0,3.8
411,마포,2016-03-04,09,2016-03-04 09,10.2,0,4.3
411,마포,2016-03-04,10,2016-03-04 10,12.5,0,4.2
411,마포,2016-03-04,11,2016-03-04 11,15.4,0,2.8
411,마포,2016-03-04,12,2016-03-04 12,17.3,0,3
411,마포,2016-03-04,13,2016-03-04 13,18.9,0,2.7
411,마포,2016-03-04,14,2016-03-04 14,19.5,0,2.7
411,마포,2016-03-04,15,2016-03-04 15,19.8,0,2
411,마포,2016-03-04,16,2016-03-04 16,19.8,0,2.2
411,마포,2016-03-04,17,2016-03-04 17,18.1,0,3.2
411,마포,2016-03-04,18,2016-03-04 18,16.8,0,2.3
411,마포,2016-03-04,19,2016-03-04 19,15.8,0,3.2
411,마포,2016-03-04,20,2016-03-04 20,15.2,0,3.9
411,마포,2016-03-04,21,2016-03-04 21,14.9,0,3.2
411,마포,2016-03-04,22,2016-03-04 22,14.4,0,3
411,마포,2016-03-04,23,2016-03-04 23,13.8,0,2.3
411,마포,2016-03-05,00,2016-03-05 00,13.4,0,3
411,마포,2016-03-05,01,2016-03-05 01,12.3,5,3.7
411,마포,2016-03-05,02,2016-03-05 02,11.9,5.5,3.7
411,마포,2016-03-05,03,2016-03-05 03,11.9,5.5,4.3
411,마포,2016-03-05,04,2016-03-05 04,12.1,5.5,5
411,마포,2016-03-05,05,2016-03-05 05,12,5.5,4.8
411,마포,2016-03-05,06,2016-03-05 06,11.9,5.5,4.7
411,마포,2016-03-05,07,2016-03-05 07,12,5.5,4.5
411,마포,2016-03-05,08,2016-03-05 08,12.4,5.5,5
411,마포,2016-03-05,09,2016-03-05 09,12.9,5.5,5.2
411,마포,2016-03-05,10,2016-03-05 10,13.6,5.5,4.6
411,마포,2016-03-05,11,2016-03-05 11,13.8,5.5,4.1
411,마포,2016-03-05,12,2016-03-05 12,14.2,5.5,4.2
411,마포,2016-03-05,13,2016-03-05 13,13.7,6,3.9
411,마포,2016-03-05,14,2016-03-05 14,13.1,8,3.8
411,마포,2016-03-05,15,2016-03-05 15,12.2,23,0.9
411,마포,2016-03-05,16,2016-03-05 16,12.3,33,1.2
411,마포,2016-03-05,17,2016-03-05 17,11.9,37,3
411,마포,2016-03-05,18,2016-03-05 18,11.4,38,1.5
411,마포,2016-03-05,19,2016-03-05 19,11.2,41,1.6
411,마포,2016-03-05,20,2016-03-05 20,10.7,41.5,1.4
411,마포,2016-03-05,21,2016-03-05 21,10.5,41.5,1.2
411,마포,2016-03-05,22,2016-03-05 22,10.1,41.5,1.2
411,마포,2016-03-05,23,2016-03-05 23,9.5,41.5,1.3
411,마포,2016-03-06,00,2016-03-06 00,8.7,41.5,2.8
411,마포,2016-03-06,01,2016-03-06 01,8.1,0,3.2
411,마포,2016-03-06,02,2016-03-06 02,7.2,0,3.5
411,마포,2016-03-06,03,2016-03-06 03,7,0,2.3
411,마포,2016-03-06,04,2016-03-06 04,6.2,0,3.3
411,마포,2016-03-06,05,2016-03-06 05,5.3,0,3.4
411,마포,2016-03-06,06,2016-03-06 06,5.2,0,1.7
411,마포,2016-03-06,07,2016-03-06 07,4.8,0,2.3
411,마포,2016-03-06,08,2016-03-06 08,4.8,0,2.1
411,마포,2016-03-06,09,2016-03-06 09,5.8,0,2.8
411,마포,2016-03-06,10,2016-03-06 10,7.5,0,2.2
411,마포,2016-03-06,11,2016-03-06 11,10,0,3.1
411,마포,2016-03-06,12,2016-03-06 12,12.1,0,3.9
411,마포,2016-03-06,13,2016-03-06 13,12.7,0,4.5
411,마포,2016-03-06,14,2016-03-06 14,13.6,0,2.3
411,마포,2016-03-06,15,2016-03-06 15,13.4,0,3.2
411,마포,2016-03-06,16,2016-03-06 16,12.4,0,4.4
411,마포,2016-03-06,17,2016-03-06 17,11.9,0,3.6
411,마포,2016-03-06,18,2016-03-06 18,10.1,0,4
411,마포,2016-03-06,19,2016-03-06 19,8.7,0,3.9
411,마포,2016-03-06,20,2016-03-06 20,8.3,0,4.4
411,마포,2016-03-06,21,2016-03-06 21,7.5,0,4.2
411,마포,2016-03-06,22,2016-03-06 22,8.2,0,1
411,마포,2016-03-06,23,2016-03-06 23,8.2,0,2.2
411,마포,2016-03-07,00,2016-03-07 00,8,0,1.9
411,마포,2016-03-07,01,2016-03-07 01,7.5,0,1.7
411,마포,2016-03-07,02,2016-03-07 02,7.8,0,2.5
411,마포,2016-03-07,03,2016-03-07 03,7.8,0,1.9
411,마포,2016-03-07,04,2016-03-07 04,7,0,1.4
411,마포,2016-03-07,05,2016-03-07 05,7.4,0,1.7
411,마포,2016-03-07,06,2016-03-07 06,7.5,0,2.3
411,마포,2016-03-07,07,2016-03-07 07,8.1,0,0.8
411,마포,2016-03-07,08,2016-03-07 08,8.2,0,2
411,마포,2016-03-07,09,2016-03-07 09,9,0,2.3
411,마포,2016-03-07,10,2016-03-07 10,9.2,0,1.9
411,마포,2016-03-07,11,2016-03-07 11,10.5,0,3.5
411,마포,2016-03-07,12,2016-03-07 12,10.3,0,2.7
411,마포,2016-03-07,13,2016-03-07 13,11.4,0,1.8
411,마포,2016-03-07,14,2016-03-07 14,11.2,0,1.4
411,마포,2016-03-07,15,2016-03-07 15,11.5,0,0.5
411,마포,2016-03-07,16,2016-03-07 16,12.4,0,1.2
411,마포,2016-03-07,17,2016-03-07 17,11.9,0,1.9
411,마포,2016-03-07,18,2016-03-07 18,10.6,0,2.7
411,마포,2016-03-07,19,2016-03-07 19,9.5,0,3.1
411,마포,2016-03-07,20,2016-03-07 20,9.4,0,2.9
411,마포,2016-03-07,21,2016-03-07 21,8.9,0,2.1
411,마포,2016-03-07,22,2016-03-07 22,8.4,0,2.7
411,마포,2016-03-07,23,2016-03-07 23,7.5,0,3.1
411,마포,2016-03-08,00,2016-03-08 00,6.8,0,4.1
411,마포,2016-03-08,01,2016-03-08 01,6.2,0,4
411,마포,2016-03-08,02,2016-03-08 02,5.3,0,3.3
411,마포,2016-03-08,03,2016-03-08 03,4.7,0,3.3
411,마포,2016-03-08,04,2016-03-08 04,4.2,0,2.9
411,마포,2016-03-08,05,2016-03-08 05,3.6,0,3
411,마포,2016-03-08,06,2016-03-08 06,3.3,0,2.6
411,마포,2016-03-08,07,2016-03-08 07,2.7,0,2.5
411,마포,2016-03-08,08,2016-03-08 08,3.3,0,3.3
411,마포,2016-03-08,09,2016-03-08 09,3.7,0,3.8
411,마포,2016-03-08,10,2016-03-08 10,3.8,0,2.9
411,마포,2016-03-08,11,2016-03-08 11,4.5,0,4.5
411,마포,2016-03-08,12,2016-03-08 12,4.8,0,5
411,마포,2016-03-08,13,2016-03-08 13,5.8,0,4.3
411,마포,2016-03-08,14,2016-03-08 14,5.5,0,5.4
411,마포,2016-03-08,15,2016-03-08 15,5.7,0,4.9
411,마포,2016-03-08,16,2016-03-08 16,5.1,0,4.7
411,마포,2016-03-08,17,2016-03-08 17,4.2,0,4.2
411,마포,2016-03-08,18,2016-03-08 18,3.5,0,4
411,마포,2016-03-08,19,2016-03-08 19,2.7,0,5
411,마포,2016-03-08,20,2016-03-08 20,1.9,0,4.4
411,마포,2016-03-08,21,2016-03-08 21,0.9,0,4.5
411,마포,2016-03-08,22,2016-03-08 22,-0.3,0,4.3
411,마포,2016-03-08,23,2016-03-08 23,-1,0,3.7
411,마포,2016-03-09,00,2016-03-09 00,-1,0,5.2
411,마포,2016-03-09,01,2016-03-09 01,-1.2,0,3.7
411,마포,2016-03-09,02,2016-03-09 02,-1.3,0,3.6
411,마포,2016-03-09,03,2016-03-09 03,-1.7,0,4.3
411,마포,2016-03-09,04,2016-03-09 04,-1.7,0,3.6
411,마포,2016-03-09,05,2016-03-09 05,-1.9,0,3.2
411,마포,2016-03-09,06,2016-03-09 06,-2.3,0,4.8
411,마포,2016-03-09,07,2016-03-09 07,-2.5,0,4.4
411,마포,2016-03-09,08,2016-03-09 08,-1.9,0,4.1
411,마포,2016-03-09,09,2016-03-09 09,0.4,0,4
411,마포,2016-03-09,10,2016-03-09 10,1.5,0,4
411,마포,2016-03-09,11,2016-03-09 11,3.4,0,4.1
411,마포,2016-03-09,12,2016-03-09 12,5.2,0,5.8
411,마포,2016-03-09,13,2016-03-09 13,6,0,4.4
411,마포,2016-03-09,14,2016-03-09 14,6.8,0,6
411,마포,2016-03-09,15,2016-03-09 15,4.7,0,7.2
411,마포,2016-03-09,16,2016-03-09 16,4.8,0,6.4
411,마포,2016-03-09,17,2016-03-09 17,3.9,0,5.2
411,마포,2016-03-09,18,2016-03-09 18,2.3,0,4.9
411,마포,2016-03-09,19,2016-03-09 19,0.4,0,4.2
411,마포,2016-03-09,20,2016-03-09 20,-0.4,0,3.1
411,마포,2016-03-09,21,2016-03-09 21,-1,0,2.8
411,마포,2016-03-09,22,2016-03-09 22,-1.4,0,5.9
411,마포,2016-03-09,23,2016-03-09 23,-2.1,0,4.4
411,마포,2016-03-10,00,2016-03-10 00,-2.3,0,3.7
411,마포,2016-03-10,01,2016-03-10 01,-2.5,0,3.2
411,마포,2016-03-10,02,2016-03-10 02,-2.4,0,3.1
411,마포,2016-03-10,03,2016-03-10 03,-2.9,0,3.2
411,마포,2016-03-10,04,2016-03-10 04,-3,0,3
411,마포,2016-03-10,05,2016-03-10 05,-3.3,0,2.6
411,마포,2016-03-10,06,2016-03-10 06,-3.5,0,2.7
411,마포,2016-03-10,07,2016-03-10 07,-3.7,0,3.5
411,마포,2016-03-10,08,2016-03-10 08,-2.5,0,3.2
411,마포,2016-03-10,09,2016-03-10 09,-1.5,0,3.5
411,마포,2016-03-10,10,2016-03-10 10,0.5,0,4.6
411,마포,2016-03-10,11,2016-03-10 11,1.5,0,4.4
411,마포,2016-03-10,12,2016-03-10 12,2.3,0,5.9
411,마포,2016-03-10,13,2016-03-10 13,3.1,0,5.4
411,마포,2016-03-10,14,2016-03-10 14,4.8,0,5.7
411,마포,2016-03-10,15,2016-03-10 15,4.8,0,6.2
411,마포,2016-03-10,16,2016-03-10 16,3.7,0,5.3
411,마포,2016-03-10,17,2016-03-10 17,2.8,0,7.1
411,마포,2016-03-10,18,2016-03-10 18,1.2,0,6.7
411,마포,2016-03-10,19,2016-03-10 19,0.2,0,5.5
411,마포,2016-03-10,20,2016-03-10 20,-0.4,0,3.3
411,마포,2016-03-10,21,2016-03-10 21,-0.7,0,4.5
411,마포,2016-03-10,22,2016-03-10 22,-1.2,0,4.6
411,마포,2016-03-10,23,2016-03-10 23,-1.4,0,3.5
411,마포,2016-03-11,00,2016-03-11 00,-1.7,0,3.6
411,마포,2016-03-11,01,2016-03-11 01,-1.8,0,4.5
411,마포,2016-03-11,02,2016-03-11 02,-2.7,0,4.7
411,마포,2016-03-11,03,2016-03-11 03,-3.4,0,3.2
411,마포,2016-03-11,04,2016-03-11 04,-3.5,0,2.5
411,마포,2016-03-11,05,2016-03-11 05,-3.5,0,1.6
411,마포,2016-03-11,06,2016-03-11 06,-3.8,0,1.8
411,마포,2016-03-11,07,2016-03-11 07,-3.1,0,1
411,마포,2016-03-11,08,2016-03-11 08,-2,0,1.5
411,마포,2016-03-11,09,2016-03-11 09,-0.2,0,3
411,마포,2016-03-11,10,2016-03-11 10,1,0,3.8
411,마포,2016-03-11,11,2016-03-11 11,2.7,0,2.7
411,마포,2016-03-11,12,2016-03-11 12,2.9,0,4.1
411,마포,2016-03-11,13,2016-03-11 13,3.9,0,4.3
411,마포,2016-03-11,14,2016-03-11 14,4.4,0,4.2
411,마포,2016-03-11,15,2016-03-11 15,4.3,0,4.6
411,마포,2016-03-11,16,2016-03-11 16,4.6,0,4
411,마포,2016-03-11,17,2016-03-11 17,3.8,0,5.6
411,마포,2016-03-11,18,2016-03-11 18,2.1,0,5.4
411,마포,2016-03-11,19,2016-03-11 19,0.2,0,3.5
411,마포,2016-03-11,20,2016-03-11 20,0.1,0,2.9
411,마포,2016-03-11,21,2016-03-11 21,0.1,0,3.1
411,마포,2016-03-11,22,2016-03-11 22,0,0,2.7
411,마포,2016-03-11,23,2016-03-11 23,0,0,3.7
411,마포,2016-03-12,00,2016-03-12 00,-0.4,0,3.1
411,마포,2016-03-12,01,2016-03-12 01,-1.2,0,2.2
411,마포,2016-03-12,02,2016-03-12 02,-1.2,0,1.4
411,마포,2016-03-12,03,2016-03-12 03,-0.8,0,0.3
411,마포,2016-03-12,04,2016-03-12 04,-0.7,0,0.8
411,마포,2016-03-12,05,2016-03-12 05,-0.9,0,1.6
411,마포,2016-03-12,06,2016-03-12 06,-0.6,0,1.8
411,마포,2016-03-12,07,2016-03-12 07,-0.2,0,1.7
411,마포,2016-03-12,08,2016-03-12 08,0.5,0,2.4
411,마포,2016-03-12,09,2016-03-12 09,2.4,0,2
411,마포,2016-03-12,10,2016-03-12 10,4.6,0,1.6
411,마포,2016-03-12,11,2016-03-12 11,4.4,0,1.7
411,마포,2016-03-12,12,2016-03-12 12,6,0,2.7
411,마포,2016-03-12,13,2016-03-12 13,7.7,0,3
411,마포,2016-03-12,14,2016-03-12 14,6.5,0,3.3
411,마포,2016-03-12,15,2016-03-12 15,7.5,0,3.1
411,마포,2016-03-12,16,2016-03-12 16,6.8,0,4.1
411,마포,2016-03-12,17,2016-03-12 17,5.9,0,2.5
411,마포,2016-03-12,18,2016-03-12 18,5.1,0,3
411,마포,2016-03-12,19,2016-03-12 19,4.6,0,3
411,마포,2016-03-12,20,2016-03-12 20,4.5,0,2.1
411,마포,2016-03-12,21,2016-03-12 21,4.1,0,3
411,마포,2016-03-12,22,2016-03-12 22,3.3,0,1.8
411,마포,2016-03-12,23,2016-03-12 23,3.3,0,2
411,마포,2016-03-13,00,2016-03-13 00,3.3,0,1.1
411,마포,2016-03-13,01,2016-03-13 01,3.5,0,0.9
411,마포,2016-03-13,02,2016-03-13 02,3.7,0,1.3
411,마포,2016-03-13,03,2016-03-13 03,3.5,0,1
411,마포,2016-03-13,04,2016-03-13 04,3.6,0,1.2
411,마포,2016-03-13,05,2016-03-13 05,3.5,0,1.8
411,마포,2016-03-13,06,2016-03-13 06,3.5,0,1.2
411,마포,2016-03-13,07,2016-03-13 07,3.7,0,1
411,마포,2016-03-13,08,2016-03-13 08,4,0,1.2
411,마포,2016-03-13,09,2016-03-13 09,4.1,0,2.2
411,마포,2016-03-13,10,2016-03-13 10,5.2,0,1
411,마포,2016-03-13,11,2016-03-13 11,6,0,1.8
411,마포,2016-03-13,12,2016-03-13 12,6.4,0,1.8
411,마포,2016-03-13,13,2016-03-13 13,6.4,0,1.7
411,마포,2016-03-13,14,2016-03-13 14,5.8,0,2
411,마포,2016-03-13,15,2016-03-13 15,6.4,0,2.1
411,마포,2016-03-13,16,2016-03-13 16,7.3,0,2.4
411,마포,2016-03-13,17,2016-03-13 17,6.4,0,2.3
411,마포,2016-03-13,18,2016-03-13 18,5.4,0,2.3
411,마포,2016-03-13,19,2016-03-13 19,5,0,3.3
411,마포,2016-03-13,20,2016-03-13 20,3.6,0,3.2
411,마포,2016-03-13,21,2016-03-13 21,3.4,0,2.5
411,마포,2016-03-13,22,2016-03-13 22,2.9,0,3.3
411,마포,2016-03-13,23,2016-03-13 23,3.1,0,3.5
411,마포,2016-03-14,00,2016-03-14 00,3,0,2.4
411,마포,2016-03-14,01,2016-03-14 01,2.8,0,2.6
411,마포,2016-03-14,02,2016-03-14 02,2.6,0,2.9
411,마포,2016-03-14,03,2016-03-14 03,2.4,0,1.4
411,마포,2016-03-14,04,2016-03-14 04,2.3,0,1.9
411,마포,2016-03-14,05,2016-03-14 05,2.2,0,2.1
411,마포,2016-03-14,06,2016-03-14 06,2,0,2.3
411,마포,2016-03-14,07,2016-03-14 07,2.1,0,2.5
411,마포,2016-03-14,08,2016-03-14 08,2.8,0,3.2
411,마포,2016-03-14,09,2016-03-14 09,3.9,0,3.3
411,마포,2016-03-14,10,2016-03-14 10,5.4,0,4.1
411,마포,2016-03-14,11,2016-03-14 11,6.8,0,2.8
411,마포,2016-03-14,12,2016-03-14 12,7.5,0,3.2
411,마포,2016-03-14,13,2016-03-14 13,8.6,0,3.5
411,마포,2016-03-14,14,2016-03-14 14,10.3,0,4
411,마포,2016-03-14,15,2016-03-14 15,9.8,0,4.8
411,마포,2016-03-14,16,2016-03-14 16,9.6,0,5.2
411,마포,2016-03-14,17,2016-03-14 17,8.5,0,4.1
411,마포,2016-03-14,18,2016-03-14 18,7.7,0,3.9
413,광진,2016-03-01,00,2016-03-01 00,-3.7,0,2.3
413,광진,2016-03-01,01,2016-03-01 01,-3.8,0,1.5
413,광진,2016-03-01,02,2016-03-01 02,-4,0,1.8
413,광진,2016-03-01,03,2016-03-01 03,-4.2,0,2.2
413,광진,2016-03-01,04,2016-03-01 04,-4.6,0,1.7
413,광진,2016-03-01,05,2016-03-01 05,-4.7,0,2.6
413,광진,2016-03-01,06,2016-03-01 06,-4.9,0,1.5
413,광진,2016-03-01,07,2016-03-01 07,-5,0,2.2
413,광진,2016-03-01,08,2016-03-01 08,-4.7,0,1.7
413,광진,2016-03-01,09,2016-03-01 09,-3.5,0,2.3
413,광진,2016-03-01,10,2016-03-01 10,-2.6,0,1.7
413,광진,2016-03-01,11,2016-03-01 11,-1.5,0,3.4
413,광진,2016-03-01,12,2016-03-01 12,-0.3,0,2.6
413,광진,2016-03-01,13,2016-03-01 13,0.7,0,3
413,광진,2016-03-01,14,2016-03-01 14,1.7,0,3.2
413,광진,2016-03-01,15,2016-03-01 15,1.6,0,3.5
413,광진,2016-03-01,16,2016-03-01 16,1.6,0,3.6
413,광진,2016-03-01,17,2016-03-01 17,1.6,0,3.2
413,광진,2016-03-01,18,2016-03-01 18,1,0,2.4
413,광진,2016-03-01,19,2016-03-01 19,0.8,0,2.1
413,광진,2016-03-01,20,2016-03-01 20,0.6,0,2.2
413,광진,2016-03-01,21,2016-03-01 21,0.5,0,1.3
413,광진,2016-03-01,22,2016-03-01 22,0.2,0,0.8
413,광진,2016-03-01,23,2016-03-01 23,0,0,1.2
413,광진,2016-03-02,00,2016-03-02 00,-0.5,0,0.8
413,광진,2016-03-02,01,2016-03-02 01,-0.7,0,1.3
413,광진,2016-03-02,02,2016-03-02 02,-0.4,0,1.8
413,광진,2016-03-02,03,2016-03-02 03,-0.3,0,1.3
413,광진,2016-03-02,04,2016-03-02 04,-0.2,0,1.4
413,광진,2016-03-02,05,2016-03-02 05,0,0,1.2
413,광진,2016-03-02,06,2016-03-02 06,-0.1,0,1.4
413,광진,2016-03-02,07,2016-03-02 07,0,0,0.7
413,광진,2016-03-02,08,2016-03-02 08,0.4,0,1.1
413,광진,2016-03-02,09,2016-03-02 09,1.2,0,1.6
413,광진,2016-03-02,10,2016-03-02 10,2.2,0,2.2
413,광진,2016-03-02,11,2016-03-02 11,2.9,0,1.8
413,광진,2016-03-02,12,2016-03-02 12,4.3,0,1.4
413,광진,2016-03-02,13,2016-03-02 13,5.7,0,2.3
413,광진,2016-03-02,14,2016-03-02 14,7.3,0,1.7
413,광진,2016-03-02,15,2016-03-02 15,8.7,0,2.8
413,광진,2016-03-02,16,2016-03-02 16,8.7,0,3.9
413,광진,2016-03-02,17,2016-03-02 17,8.2,0,3.3
413,광진,2016-03-02,18,2016-03-02 18,7.1,0,5
413,광진,2016-03-02,19,2016-03-02 19,6.2,0,3.4
413,광진,2016-03-02,20,2016-03-02 20,5.5,0,1.6
413,광진,2016-03-02,21,2016-03-02 21,5.3,0,1.5
413,광진,2016-03-02,22,2016-03-02 22,5.3,0,1.2
413,광진,2016-03-02,23,2016-03-02 23,5.4,0,1.6
413,광진,2016-03-03,00,2016-03-03 00,5.4,0,1.9
413,광진,2016-03-03,01,2016-03-03 01,5.3,0,0.8
413,광진,2016-03-03,02,2016-03-03 02,5.3,0,0.9
413,광진,2016-03-03,03,2016-03-03 03,5.3,0,0.9
413,광진,2016-03-03,04,2016-03-03 04,5.1,0,1.1
413,광진,2016-03-03,05,2016-03-03 05,5.1,0,0.7
413,광진,2016-03-03,06,2016-03-03 06,5,0,0.8
413,광진,2016-03-03,07,2016-03-03 07,5.2,0,1.1
413,광진,2016-03-03,08,2016-03-03 08,5.5,0,1
413,광진,2016-03-03,09,2016-03-03 09,6.1,0,1.1
413,광진,2016-03-03,10,2016-03-03 10,7.2,0,2.4
413,광진,2016-03-03,11,2016-03-03 11,8.6,0,2.4
413,광진,2016-03-03,12,2016-03-03 12,8.9,0,1.6
413,광진,2016-03-03,13,2016-03-03 13,10.3,0,1.5
413,광진,2016-03-03,14,2016-03-03 14,10.9,0,1.2
413,광진,2016-03-03,15,2016-03-03 15,12.1,0,1.6
413,광진,2016-03-03,16,2016-03-03 16,12.9,0,1.1
413,광진,2016-03-03,17,2016-03-03 17,11.9,0,1.4
413,광진,2016-03-03,18,2016-03-03 18,11.4,0,1.5
413,광진,2016-03-03,19,2016-03-03 19,10,0,1
413,광진,2016-03-03,20,2016-03-03 20,9.3,0,0.5
413,광진,2016-03-03,21,2016-03-03 21,9,0,0.7
413,광진,2016-03-03,22,2016-03-03 22,7.9,0,1
413,광진,2016-03-03,23,2016-03-03 23,8.3,0,1.3
413,광진,2016-03-04,00,2016-03-04 00,8,0,1
413,광진,2016-03-04,01,2016-03-04 01,7.8,0,1
413,광진,2016-03-04,02,2016-03-04 02,7.4,0,0.5
413,광진,2016-03-04,03,2016-03-04 03,7.6,0,0.7
413,광진,2016-03-04,04,2016-03-04 04,7.5,0,0.8
413,광진,2016-03-04,05,2016-03-04 05,6.4,0,0.3
413,광진,2016-03-04,06,2016-03-04 06,6.7,0,1.5
413,광진,2016-03-04,07,2016-03-04 07,6,0,1.2
413,광진,2016-03-04,08,2016-03-04 08,6.7,0,1.3
413,광진,2016-03-04,09,2016-03-04 09,8,0,1.8
413,광진,2016-03-04,10,2016-03-04 10,9.9,0,1.2
413,광진,2016-03-04,11,2016-03-04 11,12.4,0,1.1
413,광진,2016-03-04,12,2016-03-04 12,15.4,0,1.6
413,광진,2016-03-04,13,2016-03-04 13,16.2,0,1.2
413,광진,2016-03-04,14,2016-03-04 14,17.3,0,2.2
413,광진,2016-03-04,15,2016-03-04 15,18.5,0,2.1
413,광진,2016-03-04,16,2016-03-04 16,18.6,0,1.9
413,광진,2016-03-04,17,2016-03-04 17,17.8,0,1.4
413,광진,2016-03-04,18,2016-03-04 18,16.6,0,1.2
413,광진,2016-03-04,19,2016-03-04 19,15.4,0,1.4
413,광진,2016-03-04,20,2016-03-04 20,15.6,0,2.1
413,광진,2016-03-04,21,2016-03-04 21,14.8,0,1.9
413,광진,2016-03-04,22,2016-03-04 22,14.4,0,1.5
413,광진,2016-03-04,23,2016-03-04 23,13.6,0,1.5
413,광진,2016-03-05,00,2016-03-05 00,13.5,0,1.5
413,광진,2016-03-05,01,2016-03-05 01,11.6,4.5,0.6
413,광진,2016-03-05,02,2016-03-05 02,11.5,6,0.7
413,광진,2016-03-05,03,2016-03-05 03,11.2,6,0.3
413,광진,2016-03-05,04,2016-03-05 04,11,6,1.1
413,광진,2016-03-05,05,2016-03-05 05,11.3,6,0.6
413,광진,2016-03-05,06,2016-03-05 06,11.7,6,0.5
413,광진,2016-03-05,07,2016-03-05 07,11.5,6,0.7
413,광진,2016-03-05,08,2016-03-05 08,11.8,6,1.4
413,광진,2016-03-05,09,2016-03-05 09,12.8,6,0.9
413,광진,2016-03-05,10,2016-03-05 10,13.3,6,2.6
413,광진,2016-03-05,11,2016-03-05 11,13.5,6,1.6
413,광진,2016-03-05,12,2016-03-05 12,13.9,6,1.5
413,광진,2016-03-05,13,2016-03-05 13,13.4,6,2.4
413,광진,2016-03-05,14,2016-03-05 14,12.7,7,0.8
413,광진,2016-03-05,15,2016-03-05 15,,7.5,
413,광진,2016-03-05,19,2016-03-05 19,11.9,8,0.9
413,광진,2016-03-05,20,2016-03-05 20,11.8,9,1.6
413,광진,2016-03-05,21,2016-03-05 21,11.5,9,0.9
413,광진,2016-03-05,22,2016-03-05 22,11.3,9,0.9
413,광진,2016-03-05,23,2016-03-05 23,11.2,9,1.1
413,광진,2016-03-06,00,2016-03-06 00,10.7,9,1.7
413,광진,2016-03-06,01,2016-03-06 01,9.1,0,2.7
413,광진,2016-03-06,02,2016-03-06 02,8.5,0,2.8
413,광진,2016-03-06,03,2016-03-06 03,8,0,2.2
413,광진,2016-03-06,04,2016-03-06 04,7.8,0,1.7
413,광진,2016-03-06,05,2016-03-06 05,7.2,0,2.7
413,광진,2016-03-06,06,2016-03-06 06,7,0,1.6
413,광진,2016-03-06,07,2016-03-06 07,6.8,0,2.2
413,광진,2016-03-06,08,2016-03-06 08,6.5,0,2.5
413,광진,2016-03-06,09,2016-03-06 09,6.6,0,2.5
413,광진,2016-03-06,10,2016-03-06 10,7.4,0,1.9
413,광진,2016-03-06,11,2016-03-06 11,8.8,0,2.2
413,광진,2016-03-06,12,2016-03-06 12,10.1,0,2.4
413,광진,2016-03-06,13,2016-03-06 13,11.2,0,2.7
413,광진,2016-03-06,14,2016-03-06 14,12.3,0,2.1
413,광진,2016-03-06,15,2016-03-06 15,12.6,0,1.7
413,광진,2016-03-06,16,2016-03-06 16,12.7,0,2
413,광진,2016-03-06,17,2016-03-06 17,12.4,0,2.6
413,광진,2016-03-06,18,2016-03-06 18,11.6,0,2.6
413,광진,2016-03-06,19,2016-03-06 19,10.7,0,1.9
413,광진,2016-03-06,20,2016-03-06 20,10.2,0,1.5
413,광진,2016-03-06,21,2016-03-06 21,9,0,0.9
